"id","alias","categories","image_url","name","phone","price","rating","review_count","url","x","y"
"-YmuoOITNljHsaJNCpV4hA","pizza-pino-lyon-3","{Pizza,Italian}","https://s3-media1.fl.yelpcdn.com/bphoto/XYM_A0YNZn4k-xu9cpF5ww/o.jpg","Pizza Pino","+33478383015","€€",2.5,106,"https://www.yelp.com/biz/pizza-pino-lyon-3?adjust_creative=4sPdTM4nhxt3QAyGNt3_Dg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=4sPdTM4nhxt3QAyGNt3_Dg",45.76,4.83
"-_V2ZPkWALKc2g_V3DXy3w","la-limonade-de-marinette-lyon","{French}","https://s3-media3.fl.yelpcdn.com/bphoto/m9znSJKlYfhxCEoqHGgp5A/o.jpg","La Limonade de Marinette","+33472322173","€€",4,45,"https://www.yelp.com/biz/la-limonade-de-marinette-lyon?adjust_creative=4sPdTM4nhxt3QAyGNt3_Dg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=4sPdTM4nhxt3QAyGNt3_Dg",45.76,4.82
"-ak9dOUi7pcQ9l4P91EJ7w","au-jean-moulin-caluire-et-cuire","{French}","https://s3-media4.fl.yelpcdn.com/bphoto/Ba0B_LEvx9y1hlOZwWuYeg/o.jpg","Au Jean Moulin","+33472264374",NULL,5,2,"https://www.yelp.com/biz/au-jean-moulin-caluire-et-cuire?adjust_creative=4sPdTM4nhxt3QAyGNt3_Dg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=4sPdTM4nhxt3QAyGNt3_Dg",45.8,4.85
"-mAxfmgXu0C1Z0w8PKBl7w","fratelli-lyon","{Italian}","https://s3-media3.fl.yelpcdn.com/bphoto/UPOhIt3gd45oXi0Hzr3B1Q/o.jpg","Fratelli","+33437230923","€€€",3.5,5,"https://www.yelp.com/biz/fratelli-lyon?adjust_creative=4sPdTM4nhxt3QAyGNt3_Dg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=4sPdTM4nhxt3QAyGNt3_Dg",45.74,4.82
"-mFHJBuCxZJ_wJrO-o2Ypw","afc-africa-food-concept-lyon","{African,Halal}","https://s3-media3.fl.yelpcdn.com/bphoto/hodsr_0pWQPvBxMeoSI67Q/o.jpg","AFC Africa Food Concept","+33952189541","€€",3.5,9,"https://www.yelp.com/biz/afc-africa-food-concept-lyon?adjust_creative=4sPdTM4nhxt3QAyGNt3_Dg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=4sPdTM4nhxt3QAyGNt3_Dg",45.75,4.84
"-ti7z1nIgRAG2Rj-iyIo4A","mamasan-lyon","{Vietnamese}","https://s3-media1.fl.yelpcdn.com/bphoto/Btdb8HZuzNPg21Lln4GW1g/o.jpg","Mamasan","+33478374484","€€",4.5,19,"https://www.yelp.com/biz/mamasan-lyon?adjust_creative=4sPdTM4nhxt3QAyGNt3_Dg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=4sPdTM4nhxt3QAyGNt3_Dg",45.76,4.84
"-uogen5QxAgah1fEFZnm9w","chez-léon-lyon-2","{Seafood}","https://s3-media2.fl.yelpcdn.com/bphoto/Ga75XyxMQgSSacJ5leW27A/o.jpg","Chez Léon","+33478623028","€€",4,11,"https://www.yelp.com/biz/chez-l%C3%A9on-lyon-2?adjust_creative=4sPdTM4nhxt3QAyGNt3_Dg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=4sPdTM4nhxt3QAyGNt3_Dg",45.76,4.86
"-vyBfmCNTZQGOzi_OPCjFQ","alter-ego-lyon-3","{French,Italian,Fondue}","https://s3-media2.fl.yelpcdn.com/bphoto/vfHY4tC8oQF9XSAv6qrDmQ/o.jpg","Alter Ego","+33983302325","€€",4,10,"https://www.yelp.com/biz/alter-ego-lyon-3?adjust_creative=4sPdTM4nhxt3QAyGNt3_Dg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=4sPdTM4nhxt3QAyGNt3_Dg",45.75,4.83
"-xElApdTUmrEa0WIc0M84A","daniel-et-denise-lyon-3","{Lyonnais}","https://s3-media1.fl.yelpcdn.com/bphoto/uoCicIVNKyGBEg0Sps-yJw/o.jpg","Daniel & Denise","+33478422462","€€€",4,67,"https://www.yelp.com/biz/daniel-et-denise-lyon-3?adjust_creative=4sPdTM4nhxt3QAyGNt3_Dg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=4sPdTM4nhxt3QAyGNt3_Dg",45.76,4.83
"0-zRLd8t1rRnHg7f_DAl-A","cour-des-loges-lyon-2","{Hotels,French}","https://s3-media4.fl.yelpcdn.com/bphoto/IPk9HW_iTWmR-769ThlZ6Q/o.jpg","Cour des Loges","+33472774444","€€€€",4.5,64,"https://www.yelp.com/biz/cour-des-loges-lyon-2?adjust_creative=4sPdTM4nhxt3QAyGNt3_Dg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=4sPdTM4nhxt3QAyGNt3_Dg",45.76,4.83
"06H_cKiKQeq2DRZFAu-U-Q","la-cantine-du-palais-lyon","{French}","","La Cantine du Palais","+33478608396",NULL,5,1,"https://www.yelp.com/biz/la-cantine-du-palais-lyon?adjust_creative=4sPdTM4nhxt3QAyGNt3_Dg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=4sPdTM4nhxt3QAyGNt3_Dg",45.76,4.85
"0KuPTrSV7Fiefh05xovAfA","petit-ogre-lyon-2","{French,International}","https://s3-media2.fl.yelpcdn.com/bphoto/1CIrA-RsdNRwkezsgQN7Vg/o.jpg","Petit Ogre","+33478602893","€€",4.5,66,"https://www.yelp.com/biz/petit-ogre-lyon-2?adjust_creative=4sPdTM4nhxt3QAyGNt3_Dg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=4sPdTM4nhxt3QAyGNt3_Dg",45.76,4.86
"0N6ow-G_U5Zdi1dvvJ3JZA","baotime-lyon","{Chinese}","https://s3-media1.fl.yelpcdn.com/bphoto/JeDXg2fHEmC02o1lSmgK5g/o.jpg","BaoTime","+33478921672",NULL,3,1,"https://www.yelp.com/biz/baotime-lyon?adjust_creative=4sPdTM4nhxt3QAyGNt3_Dg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=4sPdTM4nhxt3QAyGNt3_Dg",45.76,4.85
"0VD0eFOy-U1qyimLyMvVYQ","mami-lyon","{""Coffee & Tea"",Salad,Sandwiches}","https://s3-media4.fl.yelpcdn.com/bphoto/_45fKF3WkWRyWN7ss700fQ/o.jpg","Mami","+33950168167","€€",4,36,"https://www.yelp.com/biz/mami-lyon?adjust_creative=4sPdTM4nhxt3QAyGNt3_Dg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=4sPdTM4nhxt3QAyGNt3_Dg",45.75,4.84
"0e975CKpRLDrfdGj8npqmQ","happy-feel-lyon","{""Juice Bars & Smoothies"",Vegetarian,Sandwiches}","https://s3-media4.fl.yelpcdn.com/bphoto/yFzpOs6LW015HZvQmNf4OA/o.jpg","Happy Feel","+33983868956","€",4,5,"https://www.yelp.com/biz/happy-feel-lyon?adjust_creative=4sPdTM4nhxt3QAyGNt3_Dg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=4sPdTM4nhxt3QAyGNt3_Dg",45.77,4.86
"0kb66vXzXmzvaQPqpzm9mg","la-fourmilière-lyon","{Cafes}","https://s3-media3.fl.yelpcdn.com/bphoto/-QZ1radAZGM_sFHBKG3Ksw/o.jpg","La Fourmilière","+33472732460","€€",4,31,"https://www.yelp.com/biz/la-fourmili%C3%A8re-lyon?adjust_creative=4sPdTM4nhxt3QAyGNt3_Dg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=4sPdTM4nhxt3QAyGNt3_Dg",45.75,4.84
"0nOScHU6q8LqaH63F0I1Rg","coréen-barbecue-lyon-5","{Korean,Barbeque}","https://s3-media3.fl.yelpcdn.com/bphoto/XGqiGosOcyb3mRam9295og/o.jpg","Coréen Barbecue","+33478424188","€€",3.5,50,"https://www.yelp.com/biz/cor%C3%A9en-barbecue-lyon-5?adjust_creative=4sPdTM4nhxt3QAyGNt3_Dg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=4sPdTM4nhxt3QAyGNt3_Dg",45.76,4.83
"0rQWxOAhgzESubVvjCHIjg","la-cambuse-à-arlette-tassin-la-demi-lune-3","{French}","https://s3-media2.fl.yelpcdn.com/bphoto/XIMJP1x5y2Sd-d_idjZskw/o.jpg","La Cambuse à Arlette","+33472385779","€€",4,15,"https://www.yelp.com/biz/la-cambuse-%C3%A0-arlette-tassin-la-demi-lune-3?adjust_creative=4sPdTM4nhxt3QAyGNt3_Dg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=4sPdTM4nhxt3QAyGNt3_Dg",45.76,4.78
"17rWv-kyqUR65G3PwMUWjg","café-du-soleil-lyon-2","{French,Lyonnais}","https://s3-media4.fl.yelpcdn.com/bphoto/VryqH7hGPyX1Khm-0O76Jg/o.jpg","Café du Soleil","+33478376002","€€",4,63,"https://www.yelp.com/biz/caf%C3%A9-du-soleil-lyon-2?adjust_creative=4sPdTM4nhxt3QAyGNt3_Dg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=4sPdTM4nhxt3QAyGNt3_Dg",45.76,4.83
"18kocJwuHDN5mBytPTWNjA","le-p-tit-vert-lyon","{French}","https://s3-media2.fl.yelpcdn.com/bphoto/FiyOwgd2yq4DFIEWhg_BsQ/o.jpg","Le P'tit Vert","+33478426095",NULL,3,3,"https://www.yelp.com/biz/le-p-tit-vert-lyon?adjust_creative=4sPdTM4nhxt3QAyGNt3_Dg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=4sPdTM4nhxt3QAyGNt3_Dg",45.76,4.84
"19NiXuw2QG2lprvr5upRmg","black-forest-society-lyon","{""Cocktail Bars"",""Tapas Bars""}","https://s3-media3.fl.yelpcdn.com/bphoto/-LLFTPm60NoK-6ZDc2F5NQ/o.jpg","Black Forest Society","+33666170014","€€",4.5,135,"https://www.yelp.com/biz/black-forest-society-lyon?adjust_creative=4sPdTM4nhxt3QAyGNt3_Dg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=4sPdTM4nhxt3QAyGNt3_Dg",45.77,4.84
"1AsLeglAl3F8wAuVsMuMgg","chez-emma-lyon","{Bistros}","https://s3-media2.fl.yelpcdn.com/bphoto/MqyJXdBOVXZu8s1-UtHtUQ/o.jpg","Chez Emma","+33478252778","€€",4,1,"https://www.yelp.com/biz/chez-emma-lyon?adjust_creative=4sPdTM4nhxt3QAyGNt3_Dg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=4sPdTM4nhxt3QAyGNt3_Dg",45.79,4.81
"1DtlQv5zkA6RdaGFvrt_Rg","authentic-by-béatrice-collin-lyon","{""Concept Shops"",""Home Decor"",Lyonnais}","https://s3-media3.fl.yelpcdn.com/bphoto/XhLMRmj-cxC3f-yAVLENBA/o.jpg","Authentic by Béatrice Collin","+33478936005",NULL,5,1,"https://www.yelp.com/biz/authentic-by-b%C3%A9atrice-collin-lyon?adjust_creative=4sPdTM4nhxt3QAyGNt3_Dg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=4sPdTM4nhxt3QAyGNt3_Dg",45.77,4.86
"1Ff9MCZMYthEcFvLZwjn5w","ahika-lyon","{Japanese}","https://s3-media2.fl.yelpcdn.com/bphoto/QS_Ic-JRW7-QnX7lZz-jqA/o.jpg","Ahika","+33472742603","€€",4,37,"https://www.yelp.com/biz/ahika-lyon?adjust_creative=4sPdTM4nhxt3QAyGNt3_Dg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=4sPdTM4nhxt3QAyGNt3_Dg",45.76,4.87
"1GytV5YJ17SygK3yfkLhig","le-moment-lyon","{French}","https://s3-media2.fl.yelpcdn.com/bphoto/RvgBdexXFdOvL3LTilPE2A/o.jpg","Le Moment","+33478832371","€€",4,31,"https://www.yelp.com/biz/le-moment-lyon?adjust_creative=4sPdTM4nhxt3QAyGNt3_Dg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=4sPdTM4nhxt3QAyGNt3_Dg",45.78,4.81
"1J05Jd1YbNHdVVioksnd6A","le-café-du-peintre-lyon-3","{Lyonnais}","https://s3-media2.fl.yelpcdn.com/bphoto/vtUak8YAm8a7sHUKSR-atA/o.jpg","Le Café du Peintre","+33478525261","€€",4.5,4,"https://www.yelp.com/biz/le-caf%C3%A9-du-peintre-lyon-3?adjust_creative=4sPdTM4nhxt3QAyGNt3_Dg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=4sPdTM4nhxt3QAyGNt3_Dg",45.77,4.86
"1JY470SgAJnTEKuz5pGkLg","noze-lyon-3","{Mediterranean,""Middle Eastern"",Greek}","https://s3-media1.fl.yelpcdn.com/bphoto/DY_pJ8FiqPmAfShSwsHrJw/o.jpg","NoZe","+33472266321","€€",4,35,"https://www.yelp.com/biz/noze-lyon-3?adjust_creative=4sPdTM4nhxt3QAyGNt3_Dg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=4sPdTM4nhxt3QAyGNt3_Dg",45.77,4.84
"1OhUUy8fLP3peXnsRL6tRg","cosy-corner-lyon","{Cafes,French}","https://s3-media2.fl.yelpcdn.com/bphoto/Ka3M3_T3Se6JcHG6SZwL6w/o.jpg","Cosy Corner","+33478427480","€€",4,37,"https://www.yelp.com/biz/cosy-corner-lyon?adjust_creative=4sPdTM4nhxt3QAyGNt3_Dg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=4sPdTM4nhxt3QAyGNt3_Dg",45.76,4.83
"1ZzD1b5hnlpHV9pJ1OlQZA","l-ouest-lyon-4","{Brasseries}","https://s3-media2.fl.yelpcdn.com/bphoto/cGrrR5ewZKs6JRnMNKpjtg/o.jpg","L'Ouest","+33437646464","€€€",3.5,238,"https://www.yelp.com/biz/l-ouest-lyon-4?adjust_creative=4sPdTM4nhxt3QAyGNt3_Dg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=4sPdTM4nhxt3QAyGNt3_Dg",45.79,4.81
"1ezLiRUPtGNDS3qOqMbSXQ","l-ermitage-restaurant-saint-cyr-au-mont-d-or","{French}","https://s3-media2.fl.yelpcdn.com/bphoto/dWz5jAZ8VMnSMX3mbGXJkw/o.jpg","L'Ermitage - Restaurant","+33472196969","€€€",4,28,"https://www.yelp.com/biz/l-ermitage-restaurant-saint-cyr-au-mont-d-or?adjust_creative=4sPdTM4nhxt3QAyGNt3_Dg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=4sPdTM4nhxt3QAyGNt3_Dg",45.82,4.82
"1fuQS80BUBkEUBvXta2pFw","le-bouchon-des-filles-lyon","{Lyonnais}","https://s3-media2.fl.yelpcdn.com/bphoto/Xw0yLVcb7ywYNMeT7TcMeg/o.jpg","Le Bouchon des Filles","+33478304044","€€€",4,108,"https://www.yelp.com/biz/le-bouchon-des-filles-lyon?adjust_creative=4sPdTM4nhxt3QAyGNt3_Dg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=4sPdTM4nhxt3QAyGNt3_Dg",45.77,4.83
"1izN5KUOyE_dhwEHv3afHg","le-bouchon-de-l-opéra-lyon","{Lyonnais,French}","https://s3-media4.fl.yelpcdn.com/bphoto/rsMaGYl5hFSAVKaD6IW7Fg/o.jpg","Le Bouchon de L'Opéra","+33478284947","€€",4,44,"https://www.yelp.com/biz/le-bouchon-de-l-op%C3%A9ra-lyon?adjust_creative=4sPdTM4nhxt3QAyGNt3_Dg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=4sPdTM4nhxt3QAyGNt3_Dg",45.77,4.83
"1lH_gTEayVOMGT4pFall3Q","aux-trois-cochons-lyon","{French}","https://s3-media3.fl.yelpcdn.com/bphoto/JmC71Uc9d4s2PglztMzgNQ/o.jpg","Aux Trois Cochons","+33472419331","€€€",3.5,55,"https://www.yelp.com/biz/aux-trois-cochons-lyon?adjust_creative=4sPdTM4nhxt3QAyGNt3_Dg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=4sPdTM4nhxt3QAyGNt3_Dg",45.76,4.83
"1qs-19iYmzjYJNwP2DhKIg","la-scala-sicilinia-lyon","{Italian,Pizza}","https://s3-media1.fl.yelpcdn.com/bphoto/f0OWrboSdnp_gdhMrhwTHQ/o.jpg","La Scala Sicilinia","+33426000935","€€",4,32,"https://www.yelp.com/biz/la-scala-sicilinia-lyon?adjust_creative=4sPdTM4nhxt3QAyGNt3_Dg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=4sPdTM4nhxt3QAyGNt3_Dg",45.76,4.84
"1vzySFskO6lqqunwvz3gFg","chez-chacha-lyon","{Pizza,Bistros,Mediterranean}","https://s3-media2.fl.yelpcdn.com/bphoto/1VlTqtboYYPt-LkNtv24qA/o.jpg","Chez Chacha","+33478952457","€€",4,2,"https://www.yelp.com/biz/chez-chacha-lyon?adjust_creative=4sPdTM4nhxt3QAyGNt3_Dg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=4sPdTM4nhxt3QAyGNt3_Dg",45.76,4.85
"2-5NYpCq26M-pgA-_q3aig","les-marmottes-lyon","{Fondue}","https://s3-media4.fl.yelpcdn.com/bphoto/QXYgCCh2aysUwqGPK7-ydQ/o.jpg","Les Marmottes","+33478604227","€€",3.5,89,"https://www.yelp.com/biz/les-marmottes-lyon?adjust_creative=4sPdTM4nhxt3QAyGNt3_Dg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=4sPdTM4nhxt3QAyGNt3_Dg",45.75,4.85
"25sXZSIM51E7vVG01Otlhw","le-suprême-lyon-2","{French}","https://s3-media1.fl.yelpcdn.com/bphoto/cshFC_Xs2wiQzqWS74DSag/o.jpg","Le Suprême","+33478723268","€€€€",4.5,13,"https://www.yelp.com/biz/le-supr%C3%AAme-lyon-2?adjust_creative=4sPdTM4nhxt3QAyGNt3_Dg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=4sPdTM4nhxt3QAyGNt3_Dg",45.75,4.85
"2BQvIZN4gSPY3oWpaLplyg","a-la-guill-on-dîne-lyon-2","{French}","https://s3-media3.fl.yelpcdn.com/bphoto/U4D6rU_Og32Wla7ojz5fWg/o.jpg","A la Guill'on Dîne","+33478693916","€€€",4,45,"https://www.yelp.com/biz/a-la-guill-on-d%C3%AEne-lyon-2?adjust_creative=4sPdTM4nhxt3QAyGNt3_Dg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=4sPdTM4nhxt3QAyGNt3_Dg",45.75,4.85
"2EJT3F8ELp2tYhmeadLjFg","bouchon-colette-lyon","{Lyonnais}","https://s3-media3.fl.yelpcdn.com/bphoto/TonHijWwT94UBzj7JRvzhA/o.jpg","Bouchon Colette","+33478030444","€€",4,5,"https://www.yelp.com/biz/bouchon-colette-lyon?adjust_creative=4sPdTM4nhxt3QAyGNt3_Dg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=4sPdTM4nhxt3QAyGNt3_Dg",45.76,4.83
"2K6DWLfE8f9APR5f2RCztA","les-téléphones-lyon-2","{French}","https://s3-media3.fl.yelpcdn.com/bphoto/sIzwHl35prPxJM6VbJDxLw/o.jpg","Les Téléphones","+33474700700","€€€€",4,5,"https://www.yelp.com/biz/les-t%C3%A9l%C3%A9phones-lyon-2?adjust_creative=4sPdTM4nhxt3QAyGNt3_Dg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=4sPdTM4nhxt3QAyGNt3_Dg",45.76,4.82
"2LKNnh-htQc5BcxLbjpbvw","symphonie-orientale-lyon-2eme","{Moroccan}","https://s3-media4.fl.yelpcdn.com/bphoto/aEXhd_XtxKMAQvuKj1ziIQ/o.jpg","Symphonie Orientale","+33478623982",NULL,5,1,"https://www.yelp.com/biz/symphonie-orientale-lyon-2eme?adjust_creative=4sPdTM4nhxt3QAyGNt3_Dg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=4sPdTM4nhxt3QAyGNt3_Dg",45.75,4.83
"2S0KSTe7sJS6ZW9I1uMXuA","le-lyon-de-l-atlas-lyon","{Mediterranean,French}","https://s3-media2.fl.yelpcdn.com/bphoto/u2f9J3YVgHpdixl0Zus4Og/o.jpg","Le Lyon de l'Atlas","+33478005681","€€",3.5,13,"https://www.yelp.com/biz/le-lyon-de-l-atlas-lyon?adjust_creative=4sPdTM4nhxt3QAyGNt3_Dg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=4sPdTM4nhxt3QAyGNt3_Dg",45.75,4.86
"2XR8x2onbG_KWUpp1pUFig","le-bon-bourgeois-lyon","{French}","https://s3-media2.fl.yelpcdn.com/bphoto/du-jStl1I8PIKPlNnupGMA/o.jpg","Le Bon Bourgeois","+33472400122","€€",3.5,29,"https://www.yelp.com/biz/le-bon-bourgeois-lyon?adjust_creative=4sPdTM4nhxt3QAyGNt3_Dg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=4sPdTM4nhxt3QAyGNt3_Dg",45.76,4.83
"2XjQh8g5Ir0wwc7-f7Jzig","etoile-d-asie-lyon","{Vietnamese,""Pan Asian""}","https://s3-media3.fl.yelpcdn.com/bphoto/EN8DymzYQdKYFOs0KyOzKA/o.jpg","Etoile d'Asie","+33478724995","€€",4.5,75,"https://www.yelp.com/biz/etoile-d-asie-lyon?adjust_creative=4sPdTM4nhxt3QAyGNt3_Dg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=4sPdTM4nhxt3QAyGNt3_Dg",45.75,4.84
"2Zlq_sB4S0u-yQoB4xOHGQ","de-l-autre-côté-du-pont-lyon-4","{French}","https://s3-media2.fl.yelpcdn.com/bphoto/1VJsaM7yvE3YNY1ZKH0dqg/o.jpg","De l'Autre Côté du Pont","+33478951493","€",4,60,"https://www.yelp.com/biz/de-l-autre-c%C3%B4t%C3%A9-du-pont-lyon-4?adjust_creative=4sPdTM4nhxt3QAyGNt3_Dg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=4sPdTM4nhxt3QAyGNt3_Dg",45.75,4.84
